applicant_age,education,home_ownership,annual_income,employment_years,credit_history_years,credit_score,previous_defaults,loan_purpose,loan_amount,loan_term_months,monthly_debt,debt_to_income,interest_rate,defaulted
50,Post Graduate,Own,145446.0,4.1,21.6,850.0,0,Education,78160.0,36,4328.0,0.357,5.98,0
43,Post Graduate,Own,66676.0,1.0,12.2,705.0,0,Business,31084.0,36,464.0,0.084,8.12,0
23,Post Graduate,Rent,85700.0,3.0,1.0,667.0,0,Business,41894.0,60,2745.0,0.384,12.39,0
23,Graduate,Mortgage,49217.0,4.1,2.4,657.0,0,Home Improvement,28739.0,60,385.0,0.094,11.61,0
44,Graduate,Mortgage,47354.0,4.1,19.5,756.0,0,Debt Consolidation,46485.0,12,1288.0,0.326,9.12,0
23,Not Graduate,Own,31441.0,4.1,1.5,573.0,1,Debt Consolidation,72235.0,24,588.0,0.224,16.93,1
36,Graduate,Rent,59583.0,5.8,8.3,798.0,0,Medical,16781.0,36,1830.0,0.369,7.37,0
41,Post Graduate,Own,57767.0,2.8,7.7,708.0,0,Home Improvement,36287.0,60,2026.0,0.421,10.41,0
25,Not Graduate,Rent,82843.0,5.3,2.6,661.0,0,Business,42067.0,36,1872.0,0.271,10.11,1
27,Graduate,Rent,54264.0,6.8,5.6,660.0,0,Debt Consolidation,13148.0,24,1932.0,0.427,13.38,0
37,Graduate,Rent,55824.0,4.3,5.8,641.0,0,Debt Consolidation,48223.0,60,1125.0,0.242,13.03,1
44,Graduate,Mortgage,,6.0,9.0,717.0,0,Debt Consolidation,66828.0,36,1242.0,0.284,12.12,0
50,Post Graduate,Rent,86149.0,13.7,22.6,757.0,1,Medical,36402.0,24,2776.0,0.387,10.89,1
45,Not Graduate,Own,91350.0,8.4,10.7,813.0,0,Education,19977.0,48,2281.0,0.3,7.05,0
39,Graduate,Mortgage,35671.0,7.7,15.2,667.0,0,Debt Consolidation,13410.0,60,635.0,0.214,11.59,1
30,Graduate,Own,64538.0,4.5,4.0,698.0,0,Debt Consolidation,40239.0,48,1308.0,0.243,11.44,1
26,Graduate,Mortgage,28115.0,4.0,1.1,606.0,1,Debt Consolidation,15620.0,72,839.0,0.358,15.51,0
32,Graduate,Rent,98760.0,5.5,9.5,803.0,0,Debt Consolidation,16500.0,60,1683.0,0.204,6.78,0
43,Post Graduate,Rent,69439.0,7.6,7.6,652.0,0,Education,31734.0,36,483.0,0.083,11.33,0
42,Not Graduate,Rent,23833.0,6.5,13.7,685.0,0,Business,57229.0,36,410.0,0.206,11.58,0
21,Graduate,Own,32077.0,6.1,1.0,514.0,1,Vehicle,23509.0,24,440.0,0.165,20.78,1
29,Not Graduate,Mortgage,67360.0,9.1,5.9,676.0,0,Home Improvement,25244.0,48,888.0,0.158,11.2,0
51,Graduate,Own,26928.0,7.3,9.9,601.0,0,Vehicle,26594.0,48,1100.0,0.49,13.53,0
39,Graduate,Own,64552.0,8.8,13.2,689.0,0,Medical,14013.0,60,1679.0,0.312,9.86,0
22,Not Graduate,Rent,38511.0,3.2,1.6,503.0,1,Vehicle,22947.0,48,1921.0,0.599,22.05,1
64,Graduate,Mortgage,52175.0,2.5,9.2,620.0,0,Vehicle,11619.0,24,1237.0,0.285,11.59,0
38,Graduate,Own,42057.0,13.1,7.5,649.0,0,Business,57217.0,36,1393.0,0.397,13.32,0
42,Not Graduate,Rent,30417.0,1.0,14.0,591.0,1,Debt Consolidation,131077.0,36,405.0,0.16,14.81,1
42,Post Graduate,Mortgage,58543.0,2.7,18.0,701.0,0,Debt Consolidation,29233.0,36,1634.0,0.335,13.81,0
34,Graduate,Own,73673.0,4.5,5.8,625.0,0,Home Improvement,54452.0,12,673.0,0.11,11.04,0
30,Not Graduate,Rent,40941.0,11.3,8.2,796.0,0,Home Improvement,24492.0,60,854.0,0.25,6.36,0
61,Graduate,Rent,68841.0,2.4,31.0,652.0,1,Debt Consolidation,,48,542.0,0.094,14.01,0
49,Not Graduate,Rent,41879.0,1.5,18.6,621.0,0,Medical,79994.0,48,1362.0,0.39,13.66,0
47,Graduate,Mortgage,74986.0,3.3,11.5,731.0,0,Medical,14566.0,24,2193.0,0.351,9.08,0
44,Not Graduate,Own,56290.0,4.2,12.6,688.0,0,Home Improvement,47614.0,60,979.0,0.209,9.6,0
27,Graduate,Mortgage,44653.0,5.9,4.5,625.0,0,Business,42999.0,60,1589.0,0.427,13.24,1
52,Post Graduate,Rent,47463.0,7.8,19.8,724.0,0,Debt Consolidation,54336.0,36,1494.0,0.378,9.25,0
29,Post Graduate,Own,112073.0,9.3,3.3,650.0,1,Education,27258.0,24,3902.0,0.418,14.83,1
41,Graduate,Mortgage,39497.0,2.1,11.3,645.0,0,Debt Consolidation,14911.0,60,1158.0,0.352,15.0,0
21,Not Graduate,Own,58507.0,0.9,1.0,713.0,0,Education,19622.0,48,1608.0,0.33,12.66,0
21,Graduate,Own,57757.0,5.8,1.0,672.0,0,Business,139223.0,60,1058.0,0.22,13.53,1
42,Not Graduate,Own,37918.0,2.4,11.9,684.0,0,Debt Consolidation,33719.0,36,685.0,0.217,10.7,0
29,Graduate,Mortgage,69097.0,3.9,3.5,,1,Business,,60,912.0,0.158,16.53,1
21,Graduate,Mortgage,105403.0,4.6,1.0,728.0,0,Education,23106.0,60,4108.0,0.468,10.7,0
44,Not Graduate,Rent,61885.0,,5.3,645.0,0,Business,56540.0,36,1275.0,0.247,11.46,1
61,Graduate,Own,60366.0,1.4,18.0,664.0,0,Vehicle,13959.0,60,1096.0,0.218,9.56,1
53,Not Graduate,Own,96879.0,6.2,19.3,745.0,0,Debt Consolidation,28750.0,36,1117.0,0.138,6.38,0
35,Not Graduate,Rent,21985.0,15.8,10.0,648.0,0,Vehicle,96058.0,36,0.0,0.0,11.19,1
38,Graduate,Rent,34527.0,5.3,4.2,688.0,0,Debt Consolidation,,36,248.0,0.086,8.55,1
48,Graduate,Mortgage,46212.0,17.2,10.7,737.0,0,Debt Consolidation,19347.0,36,1963.0,0.51,9.58,0
50,Not Graduate,Rent,88455.0,1.0,20.9,643.0,0,Vehicle,44586.0,60,2277.0,0.309,13.15,0
34,Not Graduate,Rent,71384.0,3.2,3.5,754.0,0,Home Improvement,30123.0,36,2026.0,0.341,6.45,1
38,Graduate,Own,26309.0,14.3,14.7,716.0,0,Home Improvement,80247.0,36,348.0,0.159,11.05,0
41,Graduate,Rent,46800.0,3.2,12.3,721.0,0,Home Improvement,24772.0,36,1429.0,0.366,10.36,0
44,Not Graduate,Rent,25741.0,6.5,18.8,594.0,1,Business,39654.0,36,0.0,0.0,14.3,0
37,Not Graduate,Rent,45860.0,5.4,11.0,613.0,0,Medical,27607.0,24,870.0,0.228,12.68,0
37,Not Graduate,Rent,70079.0,4.5,13.5,653.0,0,Debt Consolidation,15652.0,60,2155.0,0.369,13.21,0
53,Graduate,Own,88348.0,9.4,20.0,,0,Medical,11354.0,48,3631.0,0.493,5.88,0
51,Not Graduate,Mortgage,52689.0,5.5,10.9,616.0,0,Vehicle,13169.0,72,888.0,0.202,14.6,0
43,Not Graduate,Rent,38572.0,8.4,15.9,628.0,0,Medical,3760.0,60,851.0,0.265,14.0,0
57,Graduate,Own,54561.0,14.5,12.0,700.0,0,Home Improvement,26990.0,48,305.0,0.067,8.74,0
34,Graduate,Own,77457.0,9.5,7.6,661.0,0,Home Improvement,13830.0,36,2855.0,0.442,12.56,0
56,Graduate,Rent,163781.0,2.7,15.1,845.0,0,Education,21027.0,24,2198.0,0.161,6.26,0
44,Not Graduate,Own,27399.0,19.3,16.6,737.0,0,Business,66913.0,48,0.0,0.0,8.35,1
68,Graduate,Rent,116423.0,7.6,32.0,840.0,0,Medical,13785.0,36,3916.0,0.404,6.07,0
25,Not Graduate,Rent,52124.0,4.8,3.7,565.0,1,Home Improvement,41332.0,36,2072.0,0.477,17.29,1
30,Not Graduate,Rent,67553.0,2.4,3.4,686.0,0,Business,16010.0,36,1674.0,0.297,11.05,0
43,Graduate,Rent,61903.0,5.7,18.8,791.0,0,Medical,15911.0,24,679.0,0.132,6.22,0
42,Not Graduate,Mortgage,87854.0,3.4,15.3,672.0,0,Debt Consolidation,73687.0,36,2038.0,0.278,11.91,1
59,Not Graduate,Mortgage,54171.0,2.0,16.7,,0,Medical,18329.0,12,568.0,0.126,8.22,1
31,Graduate,Mortgage,42534.0,2.5,2.9,,0,Medical,47091.0,48,308.0,0.087,9.41,0
48,Not Graduate,Rent,57188.0,1.7,11.3,674.0,0,Debt Consolidation,103309.0,48,1084.0,0.227,12.45,0
51,Not Graduate,Mortgage,77544.0,1.2,7.7,700.0,0,Debt Consolidation,22463.0,48,2813.0,0.435,11.97,0
46,Graduate,Own,56960.0,4.4,14.9,711.0,0,Home Improvement,19611.0,60,649.0,0.137,8.4,0
27,Not Graduate,,18365.0,5.1,1.8,577.0,0,Debt Consolidation,8620.0,48,802.0,0.524,15.48,1
53,Not Graduate,Mortgage,44348.0,7.0,15.0,620.0,0,Vehicle,33206.0,60,813.0,0.22,13.88,0
52,Graduate,Mortgage,59523.0,19.5,19.4,797.0,0,Debt Consolidation,34843.0,24,113.0,0.023,5.5,0
45,Post Graduate,Rent,71442.0,7.5,11.7,663.0,0,Debt Consolidation,43213.0,60,727.0,0.122,10.92,0
40,Not Graduate,Mortgage,37369.0,3.9,14.9,624.0,0,Debt Consolidation,60794.0,36,240.0,0.077,11.93,0
40,Not Graduate,Rent,84703.0,4.2,6.7,687.0,0,Medical,13191.0,48,1118.0,0.158,9.65,1
37,Graduate,Own,19578.0,6.2,8.8,652.0,0,Education,79151.0,24,362.0,0.222,10.82,1
45,Graduate,Rent,59414.0,2.6,19.1,683.0,0,Medical,19862.0,36,553.0,0.112,10.29,1
38,Graduate,Rent,59790.0,8.2,7.3,662.0,0,Vehicle,34545.0,72,858.0,0.172,10.37,0
29,Not Graduate,Mortgage,119878.0,4.5,4.3,787.0,0,Home Improvement,27253.0,24,862.0,0.086,5.93,0
26,Not Graduate,Own,46400.0,9.1,4.7,658.0,0,Debt Consolidation,,36,521.0,0.135,12.28,0
30,Not Graduate,Rent,57073.0,,5.0,642.0,0,Debt Consolidation,14627.0,24,1575.0,0.331,12.1,0
40,Graduate,Mortgage,60250.0,4.8,14.7,717.0,0,Medical,26036.0,24,2052.0,0.409,11.15,0
38,Not Graduate,Mortgage,48730.0,10.5,14.1,706.0,0,Debt Consolidation,16642.0,72,941.0,0.232,11.2,0
40,Not Graduate,Mortgage,103247.0,1.9,6.9,726.0,0,Vehicle,25054.0,48,4184.0,0.486,10.6,0
44,Not Graduate,Mortgage,28319.0,6.8,16.4,618.0,1,Medical,18488.0,48,670.0,0.284,15.85,0
31,Not Graduate,Mortgage,34590.0,13.1,6.6,597.0,1,Home Improvement,23173.0,36,1320.0,0.458,15.95,0
54,Post Graduate,Own,102359.0,6.0,27.6,752.0,1,Education,10513.0,24,2185.0,0.256,11.28,0
35,Graduate,Rent,63932.0,5.3,8.3,631.0,0,Vehicle,4955.0,48,1043.0,0.196,13.3,0
33,Not Graduate,Mortgage,41114.0,9.2,8.9,657.0,1,Home Improvement,44868.0,36,570.0,0.166,14.94,0
43,Post Graduate,Rent,70623.0,3.9,9.2,658.0,0,Home Improvement,52524.0,36,884.0,0.15,12.71,1
21,Not Graduate,Rent,70461.0,4.6,1.0,610.0,0,Business,9332.0,36,2451.0,0.417,14.73,0
29,Graduate,Own,70848.0,2.4,6.1,651.0,0,Education,35597.0,36,435.0,0.074,14.32,0
49,Post Graduate,Rent,52893.0,3.7,23.2,695.0,0,Business,43027.0,72,2072.0,0.47,12.7,1
21,Graduate,Own,63386.0,7.9,1.0,577.0,1,Vehicle,13654.0,48,952.0,0.18,17.61,1
50,Graduate,Mortgage,55692.0,4.7,6.9,635.0,0,Home Improvement,46343.0,12,1048.0,0.226,12.1,1
55,Graduate,Own,70382.0,3.0,28.2,784.0,0,Medical,43371.0,36,1396.0,0.238,7.04,0
34,Graduate,Own,49292.0,,7.9,653.0,0,Debt Consolidation,50648.0,48,1771.0,0.431,13.08,0
41,Graduate,Own,33066.0,10.0,4.0,562.0,0,Medical,60549.0,36,199.0,0.072,13.29,1
50,Not Graduate,Mortgage,63204.0,17.7,15.4,733.0,0,Business,66181.0,60,1225.0,0.233,9.25,0
33,Post Graduate,Rent,93315.0,3.3,10.1,811.0,0,Home Improvement,17903.0,48,2413.0,0.31,6.82,0
48,Graduate,Rent,107676.0,9.9,22.7,751.0,0,Debt Consolidation,28554.0,36,1752.0,0.195,9.59,0
31,Not Graduate,,25829.0,7.8,4.3,604.0,0,Vehicle,34961.0,48,718.0,0.334,15.51,0
33,Post Graduate,Own,,6.3,8.8,687.0,0,Home Improvement,65214.0,60,635.0,0.108,10.33,0
29,Not Graduate,Rent,42103.0,13.5,4.3,745.0,0,Business,33256.0,36,1622.0,0.462,9.53,0
42,Graduate,Rent,47653.0,6.8,9.6,664.0,0,Business,26966.0,60,1474.0,0.371,14.29,0
51,Graduate,Rent,28468.0,3.5,20.6,629.0,0,Business,15374.0,12,456.0,0.192,10.97,1
36,Not Graduate,Mortgage,28904.0,4.4,5.6,653.0,0,Business,61717.0,36,1080.0,0.448,11.38,1
24,Not Graduate,Own,52748.0,1.8,1.8,662.0,0,Debt Consolidation,31731.0,72,529.0,0.12,11.66,1
26,Not Graduate,Own,37297.0,7.6,2.0,598.0,1,Business,23707.0,36,1515.0,0.487,16.93,1
42,Graduate,Mortgage,39266.0,13.4,6.0,636.0,0,Business,58332.0,24,110.0,0.034,11.27,0
58,Not Graduate,Mortgage,,6.8,16.1,722.0,0,Business,31667.0,12,1707.0,0.23,7.57,0
42,Not Graduate,Rent,135907.0,6.3,17.5,850.0,0,Home Improvement,13649.0,60,4546.0,0.401,5.5,0
34,Not Graduate,Own,45531.0,9.0,6.3,692.0,0,Business,79384.0,36,452.0,0.119,11.7,0
46,Post Graduate,Rent,37082.0,8.2,16.0,720.0,0,Debt Consolidation,9093.0,60,1249.0,0.404,11.96,1
35,Not Graduate,Rent,55822.0,11.0,5.4,689.0,0,Medical,25100.0,48,1316.0,0.283,11.87,0
34,Not Graduate,Mortgage,18272.0,5.5,10.3,684.0,0,Business,35924.0,60,425.0,0.279,10.26,0
27,Not Graduate,Rent,,7.2,4.1,579.0,1,Home Improvement,11484.0,60,231.0,0.109,15.41,1
53,Not Graduate,Rent,56257.0,5.3,26.0,632.0,1,Vehicle,33826.0,60,1800.0,0.384,14.86,0
21,Not Graduate,Mortgage,25056.0,2.3,1.0,646.0,0,Home Improvement,19314.0,24,846.0,0.405,12.37,1
47,Graduate,Mortgage,49851.0,2.7,14.2,643.0,0,Education,71394.0,60,1016.0,0.245,11.82,0
33,Not Graduate,Mortgage,23955.0,3.6,3.9,546.0,2,Education,49129.0,36,592.0,0.297,19.56,1
33,Not Graduate,Mortgage,47900.0,2.3,3.5,692.0,0,Medical,26191.0,60,1210.0,0.303,9.37,1
57,Not Graduate,Rent,77421.0,6.1,20.5,728.0,0,Medical,5891.0,48,1483.0,0.23,10.67,0
30,Graduate,Own,43227.0,9.4,6.9,667.0,0,Debt Consolidation,20835.0,24,1271.0,0.353,11.97,0
31,Not Graduate,Rent,46296.0,3.9,3.4,658.0,0,Home Improvement,19970.0,48,913.0,0.237,11.3,0
37,Not Graduate,Mortgage,32352.0,1.5,10.7,638.0,0,Medical,45128.0,48,1307.0,0.485,12.06,1
43,Graduate,Rent,40717.0,3.4,14.0,726.0,0,Medical,25577.0,60,1106.0,0.326,10.78,0
33,Graduate,Rent,39178.0,4.7,6.4,631.0,0,Debt Consolidation,33668.0,36,182.0,0.056,10.75,0
21,Graduate,Rent,81119.0,9.0,1.0,570.0,1,Business,66813.0,60,3085.0,0.456,18.36,1
28,Post Graduate,Mortgage,38591.0,5.8,4.5,641.0,0,Education,69347.0,36,1656.0,0.515,12.87,1
52,Post Graduate,Rent,62788.0,5.8,25.1,765.0,0,Debt Consolidation,63092.0,48,2402.0,0.459,9.35,0
39,Not Graduate,Own,56160.0,7.4,12.7,,0,Home Improvement,38193.0,36,791.0,0.169,7.16,0
43,Graduate,Mortgage,85769.0,9.8,17.2,759.0,0,Business,32879.0,36,1632.0,0.228,8.09,0
35,Not Graduate,,56944.0,13.1,6.2,675.0,0,Debt Consolidation,35926.0,60,171.0,0.036,10.17,0
31,Not Graduate,Rent,45201.0,3.9,7.7,660.0,0,Business,37495.0,48,1704.0,0.452,13.04,0
56,Post Graduate,Rent,56436.0,5.5,29.3,707.0,0,Medical,35734.0,48,1710.0,0.364,11.74,0
36,Graduate,Mortgage,86370.0,3.9,4.6,608.0,0,Medical,16971.0,72,1434.0,0.199,13.98,0
33,Graduate,Own,38551.0,7.2,6.6,625.0,0,Medical,38118.0,48,433.0,0.135,14.22,1
50,Not Graduate,,,1.5,22.0,623.0,1,Vehicle,29015.0,60,1016.0,0.383,14.04,1
30,Graduate,Mortgage,104676.0,15.2,4.3,751.0,0,Vehicle,34973.0,60,1712.0,0.196,10.7,0
31,Not Graduate,Rent,54922.0,7.7,5.6,668.0,0,Education,14648.0,36,1638.0,0.358,13.14,0
38,Not Graduate,Own,55802.0,7.0,11.9,742.0,0,Debt Consolidation,24331.0,36,497.0,0.107,7.78,0
38,Graduate,Rent,74559.0,3.4,12.7,668.0,0,Medical,29648.0,72,730.0,0.117,12.0,0
41,Graduate,Rent,54574.0,4.3,6.5,635.0,0,Home Improvement,25584.0,48,935.0,0.206,14.45,0
61,Not Graduate,Rent,24455.0,2.3,17.6,598.0,1,Business,10502.0,36,291.0,0.143,16.51,0
42,Not Graduate,Mortgage,52291.0,3.3,9.5,643.0,0,Vehicle,14347.0,12,599.0,0.137,10.8,0
21,Not Graduate,Rent,46321.0,9.8,1.0,635.0,0,Business,46079.0,24,988.0,0.256,12.8,1
42,Graduate,Mortgage,38693.0,1.8,5.2,706.0,0,Vehicle,64690.0,60,494.0,0.153,10.59,1
38,Not Graduate,Mortgage,28609.0,17.0,11.8,504.0,2,Education,24886.0,72,988.0,0.414,21.7,1
38,Graduate,Mortgage,55774.0,10.9,13.1,680.0,0,Debt Consolidation,21614.0,60,1541.0,0.332,12.04,1
41,Not Graduate,Rent,25350.0,6.9,16.6,687.0,0,Medical,41369.0,60,213.0,0.101,10.72,0
38,Not Graduate,Mortgage,43784.0,3.2,14.3,672.0,0,Home Improvement,28453.0,60,782.0,0.214,10.17,0
37,Graduate,Rent,50573.0,8.4,13.9,640.0,0,Home Improvement,42561.0,36,1101.0,0.261,13.99,0
45,Not Graduate,Mortgage,44264.0,8.0,5.8,744.0,0,Home Improvement,24037.0,24,866.0,0.235,8.93,0
32,Not Graduate,Rent,55980.0,3.9,5.2,635.0,0,Debt Consolidation,22620.0,48,1592.0,0.341,13.13,0
28,Graduate,Mortgage,75349.0,7.6,1.9,614.0,1,Debt Consolidation,44448.0,60,2439.0,0.388,14.96,1
68,Not Graduate,Rent,33907.0,4.7,29.5,723.0,0,Debt Consolidation,40940.0,36,909.0,0.322,9.74,0
30,Post Graduate,Own,107825.0,1.4,8.0,751.0,1,Debt Consolidation,23708.0,60,1884.0,0.21,11.29,0
39,Not Graduate,Rent,42312.0,2.4,3.9,627.0,0,Business,20574.0,60,414.0,0.117,12.61,0
22,Graduate,Rent,125365.0,10.7,1.0,727.0,0,Education,11293.0,24,896.0,0.086,9.46,0
39,Not Graduate,Own,35886.0,4.2,9.9,677.0,0,Debt Consolidation,12142.0,36,329.0,0.11,10.52,0
28,Graduate,Rent,27582.0,3.6,2.3,641.0,1,Education,19965.0,36,537.0,0.234,14.33,1
33,Not Graduate,Mortgage,67961.0,6.1,9.3,707.0,0,Debt Consolidation,,36,457.0,0.081,7.55,0
49,Not Graduate,Mortgage,56561.0,1.1,12.5,667.0,0,Debt Consolidation,11315.0,36,940.0,0.199,11.78,0
43,Graduate,Own,97807.0,5.7,10.3,683.0,1,Vehicle,11729.0,36,517.0,0.063,11.7,0
44,Graduate,Mortgage,65470.0,6.4,19.1,564.0,1,Vehicle,34810.0,60,2408.0,0.441,18.32,1
21,Post Graduate,Mortgage,208953.0,8.3,1.0,836.0,0,Medical,54959.0,48,2725.0,0.156,5.5,0
58,Graduate,Mortgage,52313.0,2.7,16.2,611.0,0,Debt Consolidation,51474.0,72,1588.0,0.364,16.92,1
25,Not Graduate,Rent,74786.0,3.8,3.4,672.0,0,Home Improvement,10271.0,60,2579.0,0.414,12.33,0
55,Not Graduate,Own,36868.0,6.3,17.1,589.0,1,Debt Consolidation,35082.0,60,1396.0,0.454,17.66,1
49,Not Graduate,Mortgage,58270.0,2.9,16.4,,0,Education,47843.0,36,1977.0,0.407,15.65,1
44,Graduate,Rent,77274.0,6.6,11.7,727.0,0,Vehicle,21539.0,12,2166.0,0.336,9.59,0
29,Graduate,Rent,82839.0,,3.3,730.0,0,Business,33518.0,36,1368.0,0.198,9.6,0
40,Graduate,Rent,80769.0,1.0,5.7,683.0,0,Vehicle,33977.0,60,1568.0,0.233,12.27,0
33,Not Graduate,Own,12000.0,9.7,9.4,579.0,0,Home Improvement,36986.0,36,236.0,0.236,14.81,1
38,Post Graduate,Rent,70683.0,3.0,6.4,740.0,0,Business,46982.0,60,1718.0,0.292,10.2,0
35,Post Graduate,Mortgage,,5.8,12.3,773.0,0,Debt Consolidation,42123.0,48,1014.0,0.216,8.57,0
21,Graduate,Own,48048.0,15.3,1.0,702.0,0,Medical,26112.0,36,281.0,0.07,10.26,0
50,Graduate,Own,50135.0,3.2,22.3,687.0,0,Business,27063.0,36,144.0,0.034,11.86,0
37,Graduate,Rent,,7.4,13.4,654.0,1,Debt Consolidation,22127.0,48,1369.0,0.186,13.93,0
33,Post Graduate,Mortgage,79859.0,17.5,2.8,682.0,1,Debt Consolidation,18425.0,48,2715.0,0.408,13.59,0
32,Graduate,Mortgage,45325.0,8.1,7.0,677.0,0,Vehicle,21948.0,12,1239.0,0.328,11.6,1
42,Graduate,Rent,29416.0,10.9,15.0,629.0,1,Debt Consolidation,38521.0,48,452.0,0.184,14.86,1
28,Not Graduate,Rent,93100.0,2.5,4.6,656.0,1,Vehicle,18490.0,12,3420.0,0.441,13.26,0
21,Not Graduate,Rent,34900.0,13.1,1.0,487.0,2,Home Improvement,50944.0,48,1152.0,0.396,23.77,1
42,Graduate,Mortgage,53701.0,1.5,5.8,625.0,0,Business,22171.0,72,1884.0,0.421,13.66,1
44,Not Graduate,Rent,122276.0,7.8,18.9,786.0,0,Business,42697.0,24,4265.0,0.419,8.18,1
36,Graduate,,43086.0,5.7,8.5,686.0,0,Medical,36726.0,36,1321.0,0.368,10.1,0
25,Graduate,Rent,50309.0,,2.0,590.0,0,Business,48871.0,60,2142.0,0.511,15.73,1
39,Graduate,Rent,63227.0,4.1,9.8,608.0,1,Debt Consolidation,10238.0,36,1477.0,0.28,14.13,1
22,Graduate,Rent,27648.0,8.2,1.0,635.0,0,Debt Consolidation,30433.0,36,748.0,0.325,11.25,1
27,Post Graduate,Mortgage,33592.0,3.4,3.3,614.0,0,Medical,15456.0,48,554.0,0.198,12.4,0
30,Not Graduate,Own,37602.0,4.3,2.8,556.0,2,Home Improvement,13667.0,60,1483.0,0.473,19.94,1
47,Not Graduate,Mortgage,38193.0,7.8,19.5,747.0,0,Education,31971.0,60,1396.0,0.439,8.8,1
34,Graduate,Rent,60500.0,10.6,6.0,715.0,0,Debt Consolidation,14230.0,36,881.0,0.175,9.86,0
33,Not Graduate,Own,30075.0,5.3,6.2,718.0,0,Business,43685.0,72,963.0,0.384,11.84,0
60,Post Graduate,Mortgage,88623.0,13.4,30.5,840.0,0,Medical,51655.0,24,529.0,0.072,5.5,0
42,Graduate,Mortgage,21579.0,6.3,16.7,596.0,1,Debt Consolidation,33397.0,24,529.0,0.294,13.67,0
42,Post Graduate,Mortgage,70631.0,6.0,15.1,698.0,0,Vehicle,24883.0,60,2348.0,0.399,11.24,0
34,Not Graduate,Rent,54920.0,22.6,2.8,705.0,0,Medical,21230.0,60,922.0,0.201,10.67,1
31,Not Graduate,Own,54141.0,7.2,8.4,701.0,0,Business,63120.0,24,1766.0,0.391,10.71,0
21,Graduate,Mortgage,52931.0,16.2,1.0,678.0,0,Medical,19604.0,36,1359.0,0.308,11.86,1
49,Not Graduate,Rent,34697.0,21.5,13.4,656.0,0,Home Improvement,21896.0,24,1390.0,0.481,13.44,1
43,Not Graduate,Mortgage,42839.0,2.6,17.4,663.0,0,Home Improvement,16946.0,36,1438.0,0.403,11.3,1
36,Post Graduate,Rent,127025.0,3.4,3.9,795.0,0,Debt Consolidation,17297.0,36,1655.0,0.156,7.98,0
36,Post Graduate,Rent,55665.0,1.7,4.2,551.0,0,Vehicle,46225.0,48,379.0,0.082,14.51,0
46,Graduate,Mortgage,88446.0,8.6,14.3,806.0,0,Business,29226.0,24,830.0,0.113,5.69,0
21,Post Graduate,Mortgage,121616.0,8.7,1.0,707.0,1,Medical,31474.0,36,2274.0,0.224,12.37,0
32,Post Graduate,Mortgage,33380.0,3.9,5.2,631.0,0,Debt Consolidation,40127.0,60,225.0,0.081,10.25,0
26,Not Graduate,Mortgage,44085.0,0.9,4.2,582.0,1,Business,22568.0,24,920.0,0.25,17.77,1
57,Graduate,Rent,36681.0,7.4,27.8,753.0,0,Vehicle,18264.0,12,1444.0,0.472,8.63,0
48,Graduate,Own,28975.0,1.8,22.8,530.0,2,Education,38851.0,36,1039.0,0.43,22.89,1
21,Graduate,Mortgage,81342.0,5.0,1.0,733.0,0,Debt Consolidation,30554.0,48,2446.0,0.361,11.09,1
21,Graduate,Rent,70474.0,,1.0,728.0,0,Medical,21019.0,60,976.0,0.166,7.94,0
37,Post Graduate,Own,82077.0,6.2,12.5,734.0,0,Debt Consolidation,36459.0,12,1295.0,0.189,9.32,0
33,Graduate,Mortgage,34945.0,10.6,4.3,615.0,0,Medical,40473.0,36,135.0,0.046,11.36,0
23,Not Graduate,Rent,51342.0,4.8,1.5,653.0,0,Vehicle,27683.0,60,312.0,0.073,10.01,0
59,Not Graduate,Mortgage,25896.0,3.5,7.2,550.0,0,Debt Consolidation,20684.0,60,683.0,0.316,13.28,0
41,Not Graduate,Own,48355.0,3.1,5.6,676.0,0,Education,30166.0,48,1817.0,0.451,12.99,0
43,Graduate,Mortgage,42290.0,8.7,6.0,652.0,0,Vehicle,18168.0,12,1503.0,0.426,12.51,1
30,Not Graduate,Own,74937.0,5.4,6.3,674.0,0,Vehicle,30592.0,36,3010.0,0.482,13.38,0
46,Not Graduate,Mortgage,39661.0,3.4,15.0,699.0,0,Education,28312.0,72,372.0,0.113,10.05,0
34,Not Graduate,Mortgage,51824.0,7.2,2.9,615.0,0,Home Improvement,18057.0,48,1132.0,0.262,12.15,0
35,Graduate,Rent,63260.0,1.6,8.4,,0,Education,22638.0,60,1072.0,0.203,11.74,0
45,Not Graduate,Own,45136.0,5.9,5.6,648.0,0,Debt Consolidation,23663.0,36,387.0,0.103,12.11,0
21,Graduate,Mortgage,59719.0,6.7,1.0,664.0,0,Home Improvement,42330.0,36,775.0,0.156,10.71,0
56,Not Graduate,Mortgage,53544.0,7.3,27.2,744.0,0,Business,23595.0,36,1210.0,0.271,10.09,0
40,Graduate,Mortgage,38049.0,13.4,9.3,764.0,0,Business,24463.0,60,742.0,0.234,7.83,0
52,Graduate,,68277.0,4.7,21.8,745.0,0,Business,31089.0,36,2376.0,0.418,8.85,0
26,Not Graduate,Own,68891.0,6.8,2.3,744.0,0,Medical,31626.0,36,534.0,0.093,7.92,0
28,Graduate,Own,68105.0,7.5,2.0,674.0,1,Debt Consolidation,42194.0,48,1897.0,0.334,13.17,1
25,Post Graduate,Own,62161.0,5.5,3.7,710.0,0,Debt Consolidation,32664.0,72,1679.0,0.324,8.84,0
